unique_id,painting,emotional_intensity,evokes_sombre,evokes_content,evokes_calm,evokes_uneasy,prominent_colour_count,prominent_object_count,place_bedroom,place_office,place_living_room,place_dining_room,view_friends,view_family,view_coworkers,view_by_yourself,like_fall,like_winter,like_spring,like_summer,monetary_value,text_clock_feels,text_clock_food,text_clock_music,text_starry_feels,text_starry_food,text_starry_music,text_lilies_feels,text_lilies_food,text_lilies_music
219,The Water Lily Pond,6,1,5,5,1,5,2,0,0,0,0,1,1,0,1,0,0,1,0,7500000.0,0.10780550223928342,0.030100334448160536,0.11807692307692315,0.030784508440913596,0.013872832369942197,0.05869373345101503,0.024987251402345746,0.003504672897196261,0.050365906155832973
220,The Water Lily Pond,9,1,5,5,1,2,4,0,0,1,1,1,1,1,1,0,0,1,0,20000.0,0.2731925783749201,0.023411371237458196,0.022692307692307692,0.04568023833167825,0.03583815028901734,0.01632833186231245,0.025497195308516067,0.008177570093457943,0.008609556607834697
221,The Water Lily Pond,5,1,5,5,1,2,1,1,0,1,0,1,1,0,1,0,0,1,1,3000.0,0.20601407549584133,0.026755852842809364,0.03192307692307693,0.028798411122144985,0.006936416184971098,0.02471315092674316,0.013258541560428352,0.010514018691588784,0.037451571244080925
223,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.001599488163787588,0.005574136008918618,0.0003846153846153846,0.0,0.0,0.00176522506619594,0.0,0.0011682242990654205,0.003013344812742144
226,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2827895073576456,0.004459308807134894,0.025,0.033267130089374375,0.005780346820809248,0.019417475728155338,0.01886792452830189,0.0,0.012053379250968575
227,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0291106845809341,0.004459308807134894,0.07807692307692309,0.06802383316782525,0.003468208092485549,0.06398940864960283,0.08210096889342171,0.0,0.05596211795092554
228,The Persistence of Memory,10,5,2,2,4,6,3,0,1,0,0,0,0,0,1,0,0,0,1,25.0,0.07709532949456174,0.002229654403567447,0.01653846153846154,0.004965243296921549,0.0023121387283236996,0.007502206531332744,0.0015298317185109638,0.0011682242990654205,0.003013344812742144
231,The Persistence of Memory,6,5,3,2,4,6,10,0,1,0,0,1,1,1,1,0,1,0,0,1000.0,0.0834932821497121,0.024526198439241916,0.018846153846153846,0.011916583912611717,0.028901734104046242,0.017210944395410415,0.011218765935747067,0.003504672897196261,0.019371502367628066
232,The Persistence of Memory,6,2,2,2,4,3,4,0,0,0,1,0,0,0,1,1,0,0,0,10.0,0.10972488803582853,0.005574136008918618,0.0073076923076923084,0.01241310824230387,0.004624277456647399,0.00441306266548985,0.0030596634370219276,0.012850467289719626,0.00043047783039173483
233,The Persistence of Memory,7,5,2,2,4,4,5,0,1,0,0,1,0,0,0,1,0,0,0,100.0,0.005118362124120281,0.008918617614269788,0.0007692307692307692,0.0,0.003468208092485549,0.0,0.0015298317185109638,0.0011682242990654205,0.0
234,The Persistence of Memory,7,5,1,2,5,2,4,0,1,0,0,0,0,0,1,1,0,0,0,1000.0,0.013115802943058221,0.002229654403567447,0.06961538461538462,0.013902681231380337,0.003468208092485549,0.028243601059135044,0.009688934217236104,0.1308411214953271,0.021954369349978478
235,The Persistence of Memory,7,2,2,2,2,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.003198976327575176,0.002229654403567447,0.0019230769230769232,0.0034756703078450846,0.0,0.003089143865842895,0.0005099439061703213,0.0,0.00043047783039173483
236,The Persistence of Memory,2,2,1,1,4,2,2,1,0,0,0,1,0,0,0,0,0,1,0,10.0,0.012476007677543187,0.005574136008918618,0.07307692307692308,0.015392254220456801,0.011560693641618497,0.028243601059135044,0.009178990311065782,0.003504672897196261,0.020662935858803272
237,The Persistence of Memory,4,4,2,3,4,4,5,1,0,0,0,1,0,0,0,1,0,0,0,10.0,0.008637236084452975,0.0011148272017837235,0.019230769230769232,0.007944389275074478,0.0,0.012797881729920565,0.008669046404895462,0.0,0.005596211795092553
239,The Persistence of Memory,4,4,3,4,3,3,5,0,1,0,0,0,0,0,1,0,0,1,0,10.0,0.08573256557901471,0.04793756967670011,0.010769230769230769,0.019364448857994043,0.005780346820809248,0.013680494263018535,0.008669046404895462,0.009345794392523364,0.0064571674558760225
241,The Persistence of Memory,7,5,1,2,4,4,5,0,1,0,0,0,0,0,1,0,1,0,0,10000.0,0.14779270633397312,0.052396878483835,0.009615384615384616,0.03376365441906654,0.012716763005780347,0.0088261253309797,0.030086690464048958,0.010514018691588784,0.007748600947051227
245,The Persistence of Memory,6,4,2,2,4,6,7,1,0,0,0,1,1,0,0,0,0,1,0,50.0,0.003518873960332694,0.007803790412486065,0.016923076923076923,0.0004965243296921549,0.011560693641618497,0.016328331862312445,0.0010198878123406426,0.003504672897196261,0.01248385708136031
246,The Persistence of Memory,10,5,4,5,4,5,5,0,0,1,0,1,0,0,1,0,0,0,1,35.0,0.06653870761356366,0.0011148272017837235,0.01730769230769231,0.04667328699106256,0.0,0.025595763459841128,0.03467618561958185,0.0,0.016358157554885924
247,The Persistence of Memory,2,4,2,2,4,5,1,1,0,0,0,1,1,0,1,0,0,0,1,10.0,0.0019193857965451055,0.002229654403567447,0.0007692307692307692,0.0029791459781529296,0.0011560693641618498,0.0,0.0035696073431922487,0.0,0.0
250,The Persistence of Memory,4,4,2,2,4,3,7,0,1,1,0,1,0,1,0,0,0,0,1,5000.0,0.07645553422904672,0.013377926421404682,0.06769230769230769,0.004965243296921549,0.0023121387283236996,0.05163283318623125,0.0015298317185109638,0.002336448598130841,0.04046491605682307
254,The Persistence of Memory,4,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.019513755598208574,0.0011148272017837235,0.022307692307692306,0.006951340615690168,0.0011560693641618498,0.04060017652250662,0.0,0.0,0.040895393887214804
255,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.020793346129238645,0.011148272017837236,0.0011538461538461537,0.006951340615690168,0.026589595375722544,0.0,0.0,0.026869158878504672,0.0
256,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,The Persistence of Memory,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,The Persistence of Memory,6,4,3,2,4,7,3,1,0,0,0,0,1,0,0,0,1,0,0,120000.0,0.019513755598208574,0.002229654403567447,0.0003846153846153846,0.006951340615690168,0.048554913294797684,0.0022065313327449252,0.0,0.002336448598130841,0.008609556607834697
260,The Persistence of Memory,4,2,1,3,4,7,9,0,0,0,1,0,0,0,0,1,0,0,0,45.0,0.0,0.006688963210702341,0.0,0.0014895729890764646,0.017341040462427744,0.000441306266548985,0.0,0.003504672897196261,0.0
261,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.008918617614269788,0.013461538461538462,0.0004965243296921549,0.005780346820809249,0.015445719329214475,0.0,0.0,0.01248385708136031
262,The Persistence of Memory,9,4,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0003198976327575176,0.0,0.018076923076923077,0.0014895729890764646,0.016184971098265895,0.03883495145631068,0.0005099439061703213,0.004672897196261682,0.030563925957813175
263,The Persistence of Memory,3,4,2,2,4,4,6,0,0,1,0,0,0,1,0,1,0,0,0,5.0,0.004478566858605246,0.0011148272017837235,0.008076923076923077,0.033267130089374375,0.056647398843930635,0.019858781994704325,0.00407955124936257,0.0011682242990654205,0.027981058975462762
266,The Persistence of Memory,6,4,1,2,4,11,7,0,1,0,0,1,0,0,1,1,0,0,0,5.0,0.001599488163787588,0.0011148272017837235,0.009615384615384616,0.007447864945382324,0.056647398843930635,0.007502206531332745,0.009688934217236104,0.0011682242990654205,0.006026689625484288
269,The Persistence of Memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07485604606525913,0.005574136008918618,0.003076923076923077,0.009433962264150943,0.06242774566473988,0.0052956751985878195,0.00407955124936257,0.005841121495327103,0.0012914334911752045
270,The Persistence of Memory,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.010556621880998082,0.0011148272017837235,0.006538461538461538,0.06901688182720954,0.0023121387283236996,0.015445719329214475,0.09127995920448749,0.0011682242990654205,0.017649591046061126
271,The Persistence of Memory,7,4,2,2,4,2,4,0,0,0,0,0,1,0,1,1,1,0,1,50.0,0.003198976327575176,0.0011148272017837235,0.0,0.044190665342601784,0.008092485549132947,0.001323918799646955,0.007139214686384498,0.0035046728971962616,0.0
273,The Persistence of Memory,5,3,5,3,4,5,6,0,1,1,1,1,0,1,1,1,0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,The Persistence of Memory,7,5,1,3,5,2,6,0,1,1,0,1,1,0,1,1,0,0,0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,The Persistence of Memory,8,4,2,2,4,3,4,0,1,0,0,0,0,0,1,0,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,The Persistence of Memory,6,4,2,3,4,3,5,1,0,0,0,0,0,0,1,0,0,1,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,The Persistence of Memory,7,4,2,2,4,4,4,0,1,1,0,0,0,0,1,1,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,The Persistence of Memory,7,5,2,4,5,8,6,1,1,0,0,0,0,1,0,1,0,0,0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,The Persistence of Memory,7,4,4,2,4,3,5,0,0,0,1,1,0,0,0,1,0,0,0,70.0,0.0,0.006688963210702341,0.0,0.0,0.009248554913294798,0.0,0.0,0.0011682242990654205,0.0
282,The Persistence of Memory,8,5,2,3,4,9,6,0,1,1,0,1,0,0,1,1,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,The Persistence of Memory,7,4,2,3,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,The Persistence of Memory,8,4,2,2,4,4,4,0,1,0,0,0,0,1,0,1,0,0,0,1000.0,0.0067178502879078695,0.0,0.016923076923076923,0.07149950347567031,0.016184971098265895,0.04148278905560459,0.09382967873533911,0.004672897196261682,0.0297029702970297
286,The Persistence of Memory,5,4,3,3,4,5,4,1,0,0,0,0,1,0,0,1,0,0,1,25.0,0.005118362124120281,0.0011148272017837235,0.0,0.05362462760675273,0.006936416184971098,0.00264783759929391,0.06425293217746048,0.0,0.0
287,The Persistence of Memory,8,4,2,2,5,6,4,1,0,0,0,1,0,1,1,1,0,0,0,15.0,0.006397952655150352,0.0011148272017837235,0.043076923076923075,0.06156901688182721,0.012716763005780346,0.0617828773168579,0.08975012748597654,0.0,0.059836418424451136
288,The Persistence of Memory,8,4,1,3,4,3,7,0,0,1,0,0,0,0,1,1,0,0,0,5.0,0.005118362124120281,0.0011148272017837235,0.06346153846153846,0.05312810327706058,0.004624277456647399,0.035304501323918804,0.06425293217746048,0.004672897196261682,0.02023245802841154
289,The Persistence of Memory,10,1,5,5,1,4,5,0,0,1,0,0,0,0,1,1,0,1,0,100000.0,0.005118362124120281,0.0,0.033846153846153845,0.054121151936444886,0.009248554913294798,0.05869373345101501,0.06425293217746048,0.0011682242990654205,0.04649160568230736
290,The Persistence of Memory,9,4,2,3,4,4,7,0,0,0,1,0,0,0,1,0,0,0,1,5000.0,0.0,0.0,0.0003846153846153846,0.0004965243296921549,0.0011560693641618498,0.000441306266548985,0.0005099439061703213,0.0011682242990654205,0.00043047783039173483
292,The Persistence of Memory,5,5,2,2,5,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0012795905310300703,0.0,0.009230769230769232,0.0029791459781529296,0.0023121387283236996,0.001323918799646955,0.00407955124936257,0.0,0.0012914334911752045
293,The Persistence of Memory,8,5,3,2,3,3,5,0,1,0,0,0,0,0,1,1,0,0,1,60.0,0.0047984644913627635,0.0,0.05307692307692308,0.009930486593843098,0.003468208092485549,0.0264783759929391,0.01223865374808771,0.0,0.034438226431338786
295,The Persistence of Memory,5,4,1,2,4,5,4,0,1,0,0,0,0,0,1,1,1,0,0,25.0,0.02527191298784389,0.030100334448160532,0.08346153846153848,0.009433962264150943,0.021965317919075144,0.0383936451897617,0.0,0.02102803738317757,0.036160137752905726
296,The Persistence of Memory,9,5,1,3,4,5,7,1,1,0,0,0,0,0,1,1,0,0,0,100.0,0.005118362124120281,0.026755852842809364,0.02115384615384615,0.05312810327706058,0.09132947976878612,0.031774051191526924,0.06425293217746048,0.036214953271028034,0.02410675850193715
297,The Persistence of Memory,5,4,2,2,4,4,4,1,0,0,0,1,0,0,1,0,1,0,0,50.0,0.0,0.046822742474916385,0.03884615384615385,0.0004965243296921549,0.013872832369942197,0.06707855251544573,0.0,0.02920560747663551,0.05983641842445114
298,The Persistence of Memory,8,4,3,3,4,7,9,0,0,1,0,1,0,0,1,1,0,0,0,0.0,0.0067178502879078695,0.0011148272017837235,0.023076923076923078,0.07149950347567031,0.047398843930635835,0.038393645189761696,0.09382967873533911,0.0,0.02884201463624623
302,The Persistence of Memory,9,4,3,4,2,6,4,0,1,1,0,1,0,0,1,1,0,0,0,10000000.0,0.0067178502879078695,0.027870680044593088,0.09846153846153846,0.060575968222442905,0.04739884393063584,0.10635481023830538,0.07547169811320753,0.026869158878504672,0.08996986655187258
304,The Persistence of Memory,4,4,3,4,3,4,6,0,1,0,0,0,0,1,0,1,0,0,0,500.0,0.001599488163787588,0.024526198439241916,0.012307692307692308,0.018371400198609732,0.03005780346820809,0.03000882612533098,0.029576746557878633,0.0011682242990654205,0.025398191993112357
306,The Persistence of Memory,4,4,2,3,4,4,3,0,0,1,0,1,1,0,1,1,0,0,0,50.0,0.001599488163787588,0.0,0.0,0.018371400198609732,0.0023121387283236996,0.0,0.029576746557878633,0.0,0.0
307,The Persistence of Memory,8,4,1,1,5,4,7,0,1,0,0,0,0,0,1,1,0,0,0,5.0,0.001599488163787588,0.0011148272017837235,0.018076923076923077,0.00893743793445879,0.0023121387283236996,0.03221535745807591,0.010198878123406425,0.0011682242990654205,0.006026689625484288
308,The Persistence of Memory,5,3,3,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,0.004478566858605247,0.026755852842809364,0.1123076923076923,0.04865938430983119,0.09132947976878612,0.09796999117387467,0.05711371749107598,0.036214953271028034,0.077916487300904
310,The Persistence of Memory,7,4,3,4,4,4,1,0,0,1,0,0,0,0,1,1,1,0,0,100.0,0.0,0.0033444816053511705,0.0,0.0009930486593843098,0.011560693641618497,0.0,0.0,0.002336448598130841,0.0
311,The Persistence of Memory,8,4,2,2,4,2,3,0,0,1,0,0,1,0,0,0,0,0,1,50000.0,0.0009596928982725527,0.0,0.0026923076923076926,0.0024826216484607746,0.004624277456647399,0.008384819064430716,0.0005099439061703213,0.0,0.003013344812742144
312,The Persistence of Memory,4,4,2,4,2,3,5,0,1,0,1,1,1,1,0,1,0,0,0,100.0,0.005118362124120281,0.002229654403567447,0.0,0.05312810327706058,0.0023121387283236996,0.000441306266548985,0.06425293217746048,0.0011682242990654205,0.0
314,The Persistence of Memory,4,4,1,1,5,4,4,1,0,1,0,1,1,0,0,0,1,0,0,100.0,0.006078055022392835,0.026755852842809364,0.01,0.006951340615690168,0.09132947976878612,0.012797881729920565,0.0005099439061703213,0.036214953271028034,0.008609556607834697
316,The Persistence of Memory,8,3,3,3,4,4,5,1,1,0,0,0,0,0,1,1,0,1,0,1000.0,0.0,0.0011148272017837235,0.0026923076923076926,0.0019860973187686196,0.004624277456647399,0.007502206531332745,0.0005099439061703213,0.0,0.00043047783039173483
317,The Persistence of Memory,7,4,1,2,5,12,6,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0019860973187686196,0.016184971098265895,0.003089143865842895,0.0010198878123406426,0.004672897196261682,0.0
318,The Persistence of Memory,7,3,3,4,2,4,3,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.0,0.010033444816053512,0.0,0.006454816285998014,0.025433526011560695,0.00264783759929391,0.0015298317185109638,0.02570093457943925,0.0
319,The Persistence of Memory,7,4,2,3,4,6,8,0,1,0,0,0,0,0,1,1,0,0,0,50.0,0.007677543186180422,0.002229654403567447,0.02076923076923077,0.01638530287984111,0.009248554913294797,0.03971756398940864,0.01223865374808771,0.14135514018691586,0.04649160568230736
321,The Persistence of Memory,6,4,2,3,4,5,7,1,0,0,0,0,0,0,0,1,0,0,0,30.0,0.0,0.0011148272017837235,0.004230769230769231,0.0014895729890764648,0.0023121387283236996,0.007943512797881731,0.002039775624681285,0.0,0.005596211795092553
323,The Persistence of Memory,8,4,2,3,4,6,4,1,0,0,0,1,0,0,1,1,0,0,0,2000.0,0.006078055022392835,0.007803790412486065,0.0,0.0034756703078450846,0.013872832369942197,0.00088261253309797,0.0015298317185109638,0.002336448598130841,0.0
326,The Persistence of Memory,6,4,4,4,4,5,4,0,0,1,1,1,1,0,1,1,0,1,0,1000.0,0.0006397952655150352,0.0011148272017837235,0.003076923076923077,0.03574975173783516,0.0011560693641618498,0.006619593998234775,0.06680265170831208,0.0,0.009470512268618166
327,The Persistence of Memory,8,4,1,1,4,9,3,0,1,0,0,1,1,1,1,0,1,0,0,60.0,0.005758157389635317,0.0033444816053511705,0.003076923076923077,0.057596822244289976,0.010404624277456647,0.02118270079435128,0.06425293217746048,0.009345794392523364,0.043478260869565216
328,The Persistence of Memory,7,4,2,4,4,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0019193857965451055,0.002229654403567447,0.013076923076923076,0.0029791459781529296,0.004624277456647399,0.003089143865842895,0.0035696073431922487,0.004672897196261682,0.00043047783039173483
329,The Persistence of Memory,8,4,2,2,4,5,5,0,0,1,0,0,0,0,1,1,0,0,0,25000.0,0.0006397952655150352,0.026755852842809364,0.004230769230769231,0.019860973187686197,0.09132947976878612,0.007943512797881731,0.0025497195308516064,0.036214953271028034,0.008179078777442962
332,The Persistence of Memory,3,4,1,2,4,2,6,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.007357645553422904,0.007803790412486065,0.019230769230769232,0.008937437934458788,0.016184971098265895,0.015887025595763462,0.0005099439061703213,0.002336448598130841,0.01162290142057684
333,The Persistence of Memory,7,4,2,2,4,7,8,1,0,0,0,1,0,0,0,1,0,0,0,10.0,0.005118362124120281,0.01226309921962096,0.006923076923076922,0.05312810327706058,0.06358381502890173,0.02383053839364519,0.06425293217746048,0.005841121495327103,0.027120103314679293
334,The Persistence of Memory,1,1,1,3,1,3,6,0,1,1,0,1,1,0,1,1,0,0,0,30.0,0.005758157389635317,0.002229654403567447,0.018076923076923077,0.0024826216484607746,0.005780346820809249,0.03398058252427184,0.0,0.0,0.02324580284115368
335,The Persistence of Memory,5,4,2,2,4,4,5,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0009596928982725527,0.0,0.006153846153846154,0.006454816285998014,0.0011560693641618498,0.00706090026478376,0.002039775624681285,0.002336448598130841,0.005596211795092553
336,The Persistence of Memory,4,4,1,3,4,5,9,0,1,0,0,0,0,0,1,0,0,0,1,100.0,0.0025591810620601407,0.0033444816053511705,0.0,0.01837140019860973,0.005780346820809249,0.0052956751985878195,0.005609382967873534,0.002336448598130841,0.0
338,The Persistence of Memory,10,4,1,1,4,4,5,0,1,0,0,0,0,0,1,0,0,0,1,30.0,0.007677543186180422,0.006688963210702341,0.0,0.05809334657398213,0.009248554913294798,0.001323918799646955,0.06578276389597143,0.0011682242990654205,0.0
341,The Persistence of Memory,7,4,2,2,4,5,5,0,0,1,1,0,0,0,1,1,0,0,0,25000.0,0.007677543186180422,0.010033444816053512,0.0,0.010427010923535252,0.011560693641618498,0.00088261253309797,0.0071392146863844975,0.004672897196261682,0.0
342,The Persistence of Memory,7,4,2,3,4,4,4,0,0,1,0,0,0,0,1,0,0,0,1,50.0,0.0,0.007803790412486065,0.0,0.0004965243296921549,0.015028901734104046,0.000441306266548985,0.0,0.002336448598130841,0.0
343,The Persistence of Memory,2,4,2,2,4,3,1,0,0,1,0,1,0,0,0,1,0,0,0,10.0,0.03134996801023672,0.047937569676700105,0.025384615384615387,0.10327706057596824,0.038150289017341035,0.06222418358340689,0.11167771545130034,0.016355140186915886,0.04692208351269909
344,The Persistence of Memory,2,4,2,2,2,3,7,0,0,1,0,1,0,0,0,0,0,1,0,5.0,0.011196417146513116,0.021181716833890748,0.011538461538461539,0.015888778550148957,0.03468208092485549,0.01676963812886143,0.03518612952575217,0.008177570093457943,0.005596211795092553
345,The Persistence of Memory,7,5,1,1,4,3,5,1,0,0,0,0,0,0,1,0,1,0,0,5.0,0.0003198976327575176,0.0011148272017837235,0.025384615384615384,0.011420059582919563,0.008092485549132947,0.03618711385701677,0.06374298827129016,0.0035046728971962616,0.04476969436074042
347,The Persistence of Memory,1,4,1,2,5,4,5,0,0,1,0,0,0,0,0,0,0,0,1,100.0,0.06397952655150352,0.0033444816053511705,0.07653846153846156,0.06305858987090367,0.049710982658959534,0.051191526919682276,0.048444671086180516,0.0011682242990654205,0.04433921653034868
348,The Persistence of Memory,6,4,2,2,5,5,3,1,0,0,0,1,0,0,0,1,0,0,0,5.0,0.017594369801663467,0.0011148272017837235,0.0,0.07944389275074479,0.047398843930635835,0.00264783759929391,0.0744518103008669,0.0,0.0
349,The Persistence of Memory,5,3,3,4,4,4,4,0,1,1,1,1,0,0,0,1,0,0,1,8000000.0,0.001599488163787588,0.026755852842809364,0.013076923076923076,0.010427010923535254,0.09132947976878612,0.003089143865842895,0.0,0.036214953271028034,0.00043047783039173483
350,The Persistence of Memory,7,4,2,1,4,4,6,0,1,0,0,0,0,0,1,0,0,0,1,10.0,0.0009596928982725527,0.007803790412486065,0.006923076923076923,0.0009930486593843098,0.013872832369942197,0.0039717563989408655,0.0,0.002336448598130841,0.0
351,The Persistence of Memory,4,4,1,1,4,5,4,0,1,0,0,0,0,0,1,1,0,0,0,2.0,0.0006397952655150352,0.004459308807134894,0.002307692307692308,0.02135054617676266,0.055491329479768786,0.009267431597528686,0.007649158592554819,0.002336448598130841,0.002582866982350409
352,The Persistence of Memory,8,4,3,2,4,6,2,0,1,0,0,0,0,0,1,0,0,1,0,20.0,0.03390914907229687,0.0,0.003461538461538461,0.08142999006951344,0.0011560693641618498,0.00706090026478376,0.030086690464048955,0.0,0.006887645286267757
353,The Persistence of Memory,8,4,2,3,5,8,7,0,1,0,0,0,0,0,1,0,0,0,1,1200.0,0.03134996801023672,0.004459308807134894,0.002307692307692308,0.0963257199602781,0.003468208092485549,0.007502206531332745,0.032636409994900556,0.0035046728971962616,0.006887645286267757
354,The Persistence of Memory,5,4,3,3,4,3,4,1,0,0,0,0,1,0,1,1,0,0,0,100.0,0.0028790786948176585,0.007803790412486065,0.0,0.002979145978152929,0.013872832369942197,0.005736981465136805,0.0,0.002336448598130841,0.008609556607834697
355,The Persistence of Memory,8,4,2,3,5,4,7,1,0,0,0,0,0,0,1,1,0,0,0,50.0,0.005118362124120281,0.014492753623188406,0.009615384615384614,0.05958291956305859,0.09595375722543352,0.020300088261253315,0.06578276389597144,0.01985981308411215,0.009040034438226431
357,The Persistence of Memory,8,2,2,2,5,4,6,0,1,1,0,1,1,1,1,1,0,0,1,100.0,0.006397952655150352,0.026755852842809364,0.06461538461538462,0.06156901688182721,0.09132947976878612,0.03971756398940865,0.08975012748597654,0.036214953271028034,0.024967714162720624
358,The Persistence of Memory,6,4,3,3,4,8,4,0,1,0,0,0,0,0,1,1,0,0,0,100.0,0.005118362124120281,0.007803790412486065,0.0026923076923076926,0.05312810327706058,0.015028901734104046,0.003089143865842895,0.06425293217746048,0.002336448598130841,0.002152389151958674
359,The Persistence of Memory,6,4,2,3,4,6,7,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.003518873960332693,0.026755852842809364,0.0,0.010427010923535254,0.09132947976878612,0.000441306266548985,0.010198878123406425,0.036214953271028034,0.0
361,The Persistence of Memory,3,4,2,1,3,6,6,0,1,1,0,1,0,0,0,1,1,0,0,20.0,0.005758157389635317,0.01226309921962096,0.02,0.013902681231380339,0.06358381502890173,0.035304501323918804,0.006119326874043856,0.005841121495327103,0.03400774860094705
362,The Persistence of Memory,7,5,1,2,4,4,5,0,0,1,0,0,0,0,1,0,0,0,1,200.0,0.0,0.01226309921962096,0.005384615384615384,0.010427010923535254,0.030057803468208095,0.01059135039717564,0.0005099439061703213,0.03271028037383177,0.005596211795092553
363,The Persistence of Memory,6,3,4,3,4,8,6,0,0,0,1,1,0,0,0,1,0,0,0,100.0,0.015674984005118364,0.02564102564102564,0.08769230769230771,0.07447864945382324,0.057803468208092484,0.05604589585172111,0.07547169811320753,0.02102803738317757,0.05165733964700818
364,The Persistence of Memory,6,4,3,2,3,1,5,0,1,0,0,1,0,0,1,0,1,1,0,100.0,0.0003198976327575176,0.011148272017837236,0.0,0.021847070506454815,0.003468208092485549,0.00264783759929391,0.06782253952065273,0.005841121495327103,0.0012914334911752045
365,The Persistence of Memory,8,5,3,4,5,5,4,0,0,1,0,1,0,0,0,1,0,0,0,5000.0,0.08061420345489444,0.010033444816053512,0.04115384615384615,0.06355511420059583,0.026589595375722544,0.06178287731685791,0.06629270780214176,0.02570093457943925,0.07145931984502797
366,The Persistence of Memory,9,1,1,2,4,2,5,0,1,0,0,1,1,0,1,0,0,0,1,10.0,0.005118362124120281,0.004459308807134894,0.010384615384615384,0.05958291956305859,0.05317919075144508,0.019858781994704325,0.06578276389597144,0.0011682242990654205,0.01334481274214378
367,The Persistence of Memory,3,4,2,2,5,5,6,0,1,0,0,0,0,1,0,1,0,0,0,50.0,0.009916826615483045,0.0011148272017837235,0.043076923076923075,0.06107249255213505,0.05202312138728323,0.08164165931156224,0.06833248342682305,0.002336448598130841,0.08136030994403787
368,The Persistence of Memory,4,4,1,2,5,4,4,0,0,0,1,0,0,0,1,1,1,0,0,15.0,0.0019193857965451055,0.04013377926421405,0.0,0.013902681231380337,0.008092485549132947,0.0,0.03314635390107089,0.012850467289719624,0.0
369,The Persistence of Memory,9,3,1,2,5,3,4,0,1,0,0,0,0,1,1,1,0,0,0,15.0,0.004478566858605246,0.0033444816053511705,0.06576923076923077,0.006951340615690169,0.008092485549132947,0.031774051191526924,0.0010198878123406426,0.009345794392523364,0.020232458028411535
370,The Persistence of Memory,3,4,2,2,4,7,6,1,0,0,0,1,0,1,0,1,1,0,0,5.0,0.0,0.021181716833890748,0.0034615384615384616,0.0029791459781529296,0.03468208092485549,0.0057369814651368044,0.0005099439061703213,0.008177570093457943,0.004304778303917348
371,The Persistence of Memory,6,3,3,2,4,3,4,0,1,1,0,0,0,1,1,1,0,0,0,100.0,0.001599488163787588,0.017837235228539576,0.0015384615384615385,0.018867924528301886,0.021965317919075144,0.00970873786407767,0.030086690464048955,0.0011682242990654205,0.002152389151958674
372,The Persistence of Memory,6,4,2,2,3,5,5,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.003838771593090211,0.023411371237458192,0.008461538461538461,0.007944389275074478,0.023121387283236997,0.01323918799646955,0.004589495155532892,0.002336448598130841,0.012914334911752045
